user_id,division,plan_type,device_type,signup_channel,marketing_campaign,subscription_start_date,cancellation_date
8874,Central,Basic,Tablet,Referral,Launch2024,2024-01-13,
8875,West,Premium,Desktop,Organic,,2024-04-25,
8876,East,Basic,Mobile,Organic,SummerSale,2024-08-19,2024-10-23
8877,West,Basic,Mobile,Referral,,2024-11-10,
8878,Central,Basic,Mobile,Organic,Launch2024,2024-01-05,2024-02-23
8879,West,Premium,Mobile,Referral,SpringPromo,2024-03-22,
8880,East,Basic,Mobile,Referral,,2024-04-06,
8881,West,Standard,Desktop,Email,Launch2024,2024-01-03,
8882,West,Standard,Mobile,Organic,,2024-09-28,
8883,Central,Basic,Mobile,Email,SpringPromo,2024-03-25,
8884,West,Premium,Desktop,Ads,BlackFriday,2024-11-25,
8885,Central,Premium,Desktop,Referral,,2024-08-03,
8886,West,Basic,Mobile,Ads,SummerSale,2024-08-12,
8887,West,Premium,Mobile,Email,,2024-06-16,
8888,West,Standard,Desktop,Organic,,2024-01-10,
8889,West,Basic,Desktop,Organic,,2024-02-01,
8890,Central,Basic,Mobile,Referral,,2024-04-03,
8891,Central,Premium,Mobile,Email,,2024-01-24,
8892,West,Premium,Mobile,Ads,SpringPromo,2024-03-24,2024-04-25
8893,West,Standard,Desktop,Email,,2024-10-21,
8894,Central,Standard,Tablet,Email,SummerSale,2024-08-17,
8895,East,Basic,Tablet,Organic,,2024-12-02,2025-04-29
8896,Central,Basic,Mobile,Organic,Launch2024,2024-01-05,2024-04-30
8897,West,Premium,Desktop,Referral,SpringPromo,2024-03-16,
8898,West,Basic,Mobile,Organic,SpringPromo,2024-03-17,
8899,West,Standard,Mobile,Email,SummerSale,2024-08-15,
8900,Central,Standard,Mobile,Organic,,2024-07-14,
8901,East,Standard,Mobile,Email,,2024-08-14,
8902,East,Basic,Mobile,Referral,,2024-01-22,2024-03-29
8903,East,Standard,Desktop,Referral,SpringPromo,2024-03-23,
8904,Central,Premium,Mobile,Referral,,2024-01-03,
8905,Central,Premium,Mobile,Ads,,2024-01-23,2024-06-18
8906,East,Basic,Mobile,Email,Launch2024,2024-01-15,2024-05-16
8907,Central,Basic,Desktop,Organic,Launch2024,2024-01-15,
8908,West,Premium,Mobile,Organic,SpringPromo,2024-03-28,2024-05-28
8909,Central,Standard,Mobile,Referral,SummerSale,2024-08-15,
8910,East,Premium,Mobile,Email,,2024-04-09,2024-08-29
8911,Central,Standard,Tablet,Referral,,2024-11-21,
8912,West,Basic,Mobile,Email,,2024-11-30,
8913,West,Premium,Mobile,Referral,,2024-01-01,
8914,West,Premium,Mobile,Organic,,2024-04-21,2024-05-20
8915,Central,Standard,Mobile,Organic,BlackFriday,2024-11-29,
8916,East,Basic,Mobile,Ads,SpringPromo,2024-03-24,2024-06-10
8917,West,Premium,Mobile,Email,BlackFriday,2024-11-30,2025-01-04
8918,West,Basic,Mobile,Organic,,2024-03-21,
8919,West,Standard,Mobile,Ads,SpringPromo,2024-03-15,
8920,East,Standard,Mobile,Referral,SpringPromo,2024-03-19,
8921,East,Basic,Desktop,Email,,2024-02-21,
8922,Central,Basic,Desktop,Ads,,2024-09-23,
8923,East,Standard,Mobile,Organic,,2024-08-31,
8924,Central,Premium,Mobile,Referral,Launch2024,2024-01-10,
8925,East,Standard,Mobile,Email,SummerSale,2024-08-13,2024-11-21
8926,West,Premium,Mobile,Organic,,2024-09-27,
8927,West,Standard,Mobile,Organic,SpringPromo,2024-03-17,
8928,East,Basic,Tablet,Organic,BlackFriday,2024-11-24,2025-02-06
8929,West,Premium,Mobile,Referral,Launch2024,2024-01-07,
8930,Central,Premium,Mobile,Organic,SpringPromo,2024-03-16,
8931,Central,Standard,Mobile,Ads,,2024-08-21,
8932,West,Premium,Tablet,Organic,BlackFriday,2024-11-30,2025-03-10
8933,Central,Standard,Mobile,Email,,2024-04-06,
8934,West,Basic,Tablet,Referral,SummerSale,2024-08-19,2024-12-02
8935,East,Basic,Mobile,Ads,,2024-01-16,
8936,West,Standard,Mobile,Organic,BlackFriday,2024-11-25,
8937,Central,Standard,Mobile,Ads,BlackFriday,2024-11-30,
8938,West,Premium,Tablet,Email,Launch2024,2024-01-08,
8939,Central,Basic,Mobile,Ads,Launch2024,2024-01-05,
8940,West,Basic,Mobile,Ads,,2024-01-19,
8941,East,Standard,Tablet,Referral,,2024-03-16,2024-07-12
8942,East,Standard,Mobile,Ads,,2024-03-17,
8943,East,Standard,Mobile,Referral,,2024-04-15,2024-07-24
8944,West,Premium,Mobile,Organic,,2024-02-19,2024-07-09
8945,Central,Basic,Mobile,Organic,SpringPromo,2024-03-17,2024-07-26
8946,West,Premium,Mobile,Email,,2024-07-29,2024-09-16
8947,West,Basic,Desktop,Ads,,2024-09-07,
8948,Central,Standard,Mobile,Referral,,2024-01-02,2024-03-27
8949,West,Basic,Mobile,Email,Launch2024,2024-01-02,
8950,East,Premium,Mobile,Email,SummerSale,2024-08-13,2024-08-27
8951,West,Premium,Mobile,Organic,Launch2024,2024-01-15,
8952,West,Premium,Mobile,Referral,,2024-05-07,
8953,West,Premium,Tablet,Ads,,2024-10-24,
8954,Central,Standard,Mobile,Email,BlackFriday,2024-11-24,
8955,East,Basic,Mobile,Organic,,2024-05-29,2024-08-06
8956,West,Premium,Tablet,Referral,BlackFriday,2024-11-29,
8957,Central,Basic,Mobile,Referral,Launch2024,2024-01-15,
8958,West,Premium,Mobile,Email,Launch2024,2024-01-05,2024-03-20
8959,West,Premium,Mobile,Email,,2024-12-19,
8960,Central,Basic,Mobile,Referral,SummerSale,2024-08-21,2024-09-23
8961,West,Premium,Mobile,Email,BlackFriday,2024-11-30,
8962,West,Premium,Desktop,Organic,SpringPromo,2024-03-25,
8963,West,Standard,Mobile,Ads,SummerSale,2024-08-19,
8964,Central,Basic,Mobile,Organic,SpringPromo,2024-03-24,
8965,Central,Standard,Desktop,Referral,BlackFriday,2024-11-27,
8966,West,Premium,Desktop,Ads,,2024-08-18,
8967,East,Basic,Mobile,Email,Launch2024,2024-01-08,
8968,West,Premium,Mobile,Email,,2024-11-08,
8969,Central,Basic,Mobile,Email,Launch2024,2024-01-08,
8970,Central,Premium,Mobile,Referral,SummerSale,2024-08-25,
8971,West,Premium,Desktop,Ads,,2024-08-15,
8972,Central,Standard,Mobile,Referral,SummerSale,2024-08-22,
8973,Central,Basic,Tablet,Organic,SummerSale,2024-08-25,2024-11-08
8974,West,Premium,Mobile,Organic,,2024-11-27,
8975,West,Basic,Desktop,Email,,2024-10-22,
8976,West,Standard,Desktop,Ads,BlackFriday,2024-11-24,
8977,Central,Basic,Desktop,Organic,Launch2024,2024-01-12,
8978,Central,Standard,Desktop,Referral,SpringPromo,2024-03-23,2024-08-04
8979,East,Basic,Mobile,Ads,BlackFriday,2024-11-28,2025-04-10
8980,Central,Standard,Mobile,Ads,,2024-08-02,
8981,West,Premium,Mobile,Email,,2024-09-30,
8982,West,Premium,Mobile,Email,,2024-11-28,
8983,Central,Basic,Mobile,Email,,2024-11-18,2025-02-19
8984,West,Standard,Mobile,Ads,BlackFriday,2024-11-25,
8985,West,Basic,Mobile,Ads,Launch2024,2024-01-09,2024-02-16
8986,West,Basic,Mobile,Email,SpringPromo,2024-03-17,
8987,West,Basic,Tablet,Ads,BlackFriday,2024-11-29,
8988,Central,Premium,Desktop,Ads,SpringPromo,2024-03-25,
8989,West,Premium,Mobile,Ads,,2024-09-04,
8990,East,Basic,Mobile,Organic,BlackFriday,2024-11-26,2025-03-02
8991,West,Basic,Mobile,Email,SummerSale,2024-08-17,
8992,Central,Basic,Mobile,Email,SummerSale,2024-08-13,
8993,West,Premium,Desktop,Organic,BlackFriday,2024-11-26,
8994,West,Standard,Mobile,Organic,BlackFriday,2024-11-28,2025-01-16
8995,Central,Standard,Mobile,Ads,BlackFriday,2024-11-28,
8996,Central,Basic,Desktop,Referral,SummerSale,2024-08-21,
8997,Central,Basic,Mobile,Referral,SpringPromo,2024-03-21,
8998,Central,Premium,Desktop,Email,SpringPromo,2024-03-22,
8999,Central,Standard,Tablet,Organic,,2024-07-31,2024-10-30
9000,Central,Basic,Mobile,Email,Launch2024,2024-01-14,2024-06-01
9001,Central,Basic,Mobile,Organic,,2024-02-01,
9002,East,Basic,Desktop,Organic,,2024-02-08,
9003,East,Standard,Desktop,Referral,SummerSale,2024-08-12,2024-12-17
9004,West,Basic,Desktop,Ads,BlackFriday,2024-11-27,
9005,West,Basic,Desktop,Email,BlackFriday,2024-11-30,2024-12-29
9006,West,Standard,Desktop,Ads,BlackFriday,2024-11-25,
9007,West,Standard,Mobile,Organic,SpringPromo,2024-03-22,
9008,Central,Standard,Mobile,Email,,2024-03-11,
9009,West,Standard,Mobile,Email,SummerSale,2024-08-25,
9010,West,Standard,Desktop,Referral,SpringPromo,2024-03-20,
9011,West,Standard,Mobile,Referral,,2024-07-17,
9012,West,Basic,Mobile,Referral,,2024-09-06,
9013,West,Basic,Desktop,Ads,SummerSale,2024-08-12,2024-10-25
9014,West,Premium,Desktop,Email,,2024-03-16,
9015,Central,Premium,Tablet,Referral,,2024-06-07,2024-08-11
9016,West,Premium,Mobile,Email,Launch2024,2024-01-08,
9017,West,Standard,Tablet,Ads,,2024-05-20,
9018,Central,Standard,Mobile,Organic,,2024-12-25,
9019,Central,Basic,Desktop,Email,SpringPromo,2024-03-22,
9020,West,Premium,Mobile,Referral,,2024-04-05,
9021,West,Standard,Mobile,Organic,,2024-03-06,
9022,East,Standard,Mobile,Referral,,2024-01-05,
9023,West,Premium,Mobile,Organic,SummerSale,2024-08-17,
9024,West,Premium,Desktop,Organic,BlackFriday,2024-11-28,
9025,Central,Basic,Mobile,Organic,SpringPromo,2024-03-18,
9026,East,Basic,Mobile,Email,,2024-09-04,2024-10-09
9027,West,Standard,Mobile,Email,BlackFriday,2024-11-24,
9028,West,Standard,Mobile,Ads,,2024-07-08,
9029,Central,Standard,Mobile,Organic,SpringPromo,2024-03-28,
9030,Central,Premium,Mobile,Ads,SpringPromo,2024-03-24,
9031,Central,Standard,Desktop,Referral,Launch2024,2024-01-04,
9032,Central,Premium,Mobile,Organic,SpringPromo,2024-03-20,
9033,West,Premium,Mobile,Ads,SummerSale,2024-08-20,
9034,East,Basic,Desktop,Organic,,2024-01-13,2024-05-08
9035,East,Standard,Tablet,Email,,2024-09-05,2025-01-23
9036,Central,Basic,Mobile,Organic,SummerSale,2024-08-21,
9037,East,Basic,Mobile,Referral,BlackFriday,2024-11-25,
9038,West,Basic,Desktop,Organic,SpringPromo,2024-03-20,
9039,West,Premium,Mobile,Ads,SpringPromo,2024-03-27,
9040,East,Premium,Mobile,Email,Launch2024,2024-01-14,
9041,West,Standard,Desktop,Ads,,2024-10-08,
9042,West,Standard,Desktop,Organic,BlackFriday,2024-11-26,
9043,East,Basic,Mobile,Ads,BlackFriday,2024-11-24,2025-01-26
9044,Central,Standard,Tablet,Referral,,2024-10-16,
9045,Central,Basic,Desktop,Organic,Launch2024,2024-01-13,2024-04-26
9046,Central,Basic,Mobile,Referral,,2024-11-01,2025-01-04
9047,West,Basic,Desktop,Organic,,2024-06-02,
9048,West,Premium,Desktop,Organic,SummerSale,2024-08-19,
9049,Central,Premium,Mobile,Ads,SummerSale,2024-08-13,
9050,West,Standard,Mobile,Organic,,2024-04-24,2024-06-24
9051,West,Basic,Mobile,Ads,SummerSale,2024-08-17,
9052,West,Basic,Mobile,Referral,Launch2024,2024-01-04,2024-05-13
9053,West,Basic,Desktop,Email,,2024-06-12,
9054,West,Standard,Tablet,Email,SummerSale,2024-08-18,
9055,Central,Basic,Tablet,Ads,Launch2024,2024-01-05,
9056,Central,Basic,Mobile,Referral,SummerSale,2024-08-21,2025-01-18
9057,Central,Basic,Mobile,Ads,BlackFriday,2024-11-25,2025-02-16
9058,West,Premium,Mobile,Referral,SummerSale,2024-08-25,
9059,West,Premium,Mobile,Ads,,2024-06-21,
9060,Central,Basic,Mobile,Referral,,2024-03-01,
9061,West,Standard,Mobile,Organic,,2024-03-29,
9062,Central,Standard,Desktop,Organic,,2024-11-27,
9063,East,Basic,Mobile,Ads,SpringPromo,2024-03-18,
9064,East,Basic,Mobile,Referral,BlackFriday,2024-11-26,2025-04-12
9065,East,Standard,Tablet,Ads,SpringPromo,2024-03-26,2024-04-06
9066,West,Standard,Mobile,Organic,SpringPromo,2024-03-25,
9067,Central,Premium,Tablet,Referral,,2024-11-01,
9068,West,Basic,Mobile,Referral,,2024-01-11,
9069,Central,Standard,Mobile,Organic,,2024-05-20,
9070,Central,Basic,Mobile,Referral,,2024-04-18,
9071,East,Basic,Mobile,Referral,SpringPromo,2024-03-16,2024-06-20
9072,Central,Standard,Mobile,Organic,,2024-12-02,
9073,West,Basic,Mobile,Email,,2024-12-03,
9074,Central,Premium,Desktop,Referral,,2024-01-13,
9075,East,Basic,Mobile,Email,,2024-11-07,2025-01-28
9076,West,Standard,Mobile,Referral,SummerSale,2024-08-21,
9077,Central,Standard,Desktop,Organic,,2024-04-01,
9078,Central,Basic,Desktop,Organic,,2024-10-25,2025-02-14
9079,West,Standard,Tablet,Referral,,2024-07-15,
9080,Central,Basic,Mobile,Ads,SummerSale,2024-08-22,
9081,West,Premium,Mobile,Organic,,2024-03-29,
9082,East,Basic,Tablet,Referral,Launch2024,2024-01-02,2024-03-28
9083,East,Premium,Mobile,Referral,BlackFriday,2024-11-25,
9084,West,Standard,Mobile,Referral,BlackFriday,2024-11-27,
9085,West,Premium,Desktop,Email,SummerSale,2024-08-14,
9086,West,Premium,Desktop,Email,,2024-03-06,
9087,East,Basic,Mobile,Ads,Launch2024,2024-01-02,2024-05-30
9088,East,Standard,Mobile,Referral,BlackFriday,2024-11-25,
9089,Central,Standard,Desktop,Email,BlackFriday,2024-11-30,
9090,West,Standard,Mobile,Ads,BlackFriday,2024-11-29,2024-12-10
9091,East,Basic,Mobile,Ads,SpringPromo,2024-03-30,
9092,West,Premium,Mobile,Ads,,2024-04-26,
9093,West,Basic,Mobile,Email,,2024-01-26,
9094,West,Standard,Mobile,Organic,SpringPromo,2024-03-16,
9095,West,Premium,Mobile,Ads,,2024-12-04,
9096,West,Premium,Mobile,Organic,BlackFriday,2024-11-30,
9097,Central,Basic,Desktop,Referral,,2024-01-09,2024-05-28
9098,West,Premium,Mobile,Ads,,2024-08-04,2024-11-24
9099,West,Premium,Mobile,Ads,,2024-03-07,
9100,West,Premium,Mobile,Organic,,2024-10-20,
9101,West,Standard,Desktop,Email,BlackFriday,2024-11-24,
9102,East,Premium,Mobile,Ads,Launch2024,2024-01-10,
9103,Central,Standard,Mobile,Referral,Launch2024,2024-01-07,
9104,West,Standard,Mobile,Referral,Launch2024,2024-01-06,
9105,West,Premium,Mobile,Organic,Launch2024,2024-01-12,2024-02-02
9106,East,Standard,Mobile,Referral,,2024-06-26,
9107,West,Premium,Desktop,Email,BlackFriday,2024-11-25,2025-03-08
9108,East,Basic,Mobile,Referral,Launch2024,2024-01-09,
9109,Central,Basic,Mobile,Organic,,2024-01-09,
9110,West,Standard,Mobile,Email,BlackFriday,2024-11-26,2025-03-13
9111,Central,Basic,Desktop,Organic,SummerSale,2024-08-10,
9112,West,Premium,Mobile,Referral,Launch2024,2024-01-11,
9113,Central,Basic,Mobile,Organic,,2024-01-17,2024-05-28
9114,Central,Basic,Mobile,Organic,Launch2024,2024-01-06,
9115,Central,Premium,Mobile,Organic,,2024-03-22,
9116,Central,Standard,Mobile,Organic,,2024-07-07,
9117,Central,Premium,Desktop,Organic,SpringPromo,2024-03-25,
9118,Central,Standard,Mobile,Ads,BlackFriday,2024-11-25,
9119,East,Basic,Desktop,Email,,2024-06-06,2024-09-10
9120,East,Basic,Mobile,Email,SpringPromo,2024-03-24,
9121,West,Premium,Tablet,Referral,,2024-08-24,
9122,Central,Premium,Desktop,Referral,SpringPromo,2024-03-23,
9123,Central,Premium,Mobile,Organic,,2024-06-05,
9124,West,Basic,Mobile,Referral,SummerSale,2024-08-17,
9125,West,Premium,Mobile,Ads,SpringPromo,2024-03-18,
9126,Central,Premium,Mobile,Ads,BlackFriday,2024-11-27,
9127,West,Premium,Mobile,Email,SummerSale,2024-08-16,
9128,West,Standard,Mobile,Email,Launch2024,2024-01-10,
9129,West,Premium,Mobile,Ads,SummerSale,2024-08-12,
9130,East,Basic,Desktop,Email,,2024-12-18,2025-03-23
9131,West,Premium,Desktop,Organic,Launch2024,2024-01-10,
9132,West,Premium,Mobile,Email,,2024-08-03,
9133,West,Standard,Desktop,Referral,SpringPromo,2024-03-18,
9134,Central,Standard,Desktop,Email,,2024-04-24,
9135,West,Premium,Desktop,Ads,SpringPromo,2024-03-22,
9136,Central,Premium,Mobile,Referral,,2024-11-14,2025-01-13
9137,West,Standard,Mobile,Organic,,2024-02-11,
9138,Central,Standard,Mobile,Organic,,2024-07-12,2024-09-24
9139,East,Basic,Mobile,Ads,,2024-11-01,
9140,East,Premium,Mobile,Ads,,2024-08-27,2024-11-24
9141,West,Premium,Desktop,Referral,Launch2024,2024-01-06,
9142,Central,Standard,Desktop,Organic,BlackFriday,2024-11-26,
9143,East,Standard,Tablet,Email,BlackFriday,2024-11-28,2025-02-17
9144,West,Premium,Desktop,Organic,Launch2024,2024-01-04,
9145,Central,Standard,Desktop,Organic,SummerSale,2024-08-14,2024-12-03
9146,West,Standard,Mobile,Organic,,2024-02-28,
9147,Central,Basic,Mobile,Organic,,2024-05-26,2024-10-12
9148,Central,Standard,Desktop,Email,Launch2024,2024-01-05,
9149,East,Basic,Mobile,Ads,Launch2024,2024-01-10,
9150,Central,Basic,Desktop,Email,SummerSale,2024-08-16,
9151,East,Basic,Tablet,Organic,Launch2024,2024-01-09,
9152,West,Premium,Desktop,Organic,Launch2024,2024-01-15,
9153,West,Premium,Mobile,Referral,BlackFriday,2024-11-29,
9154,West,Basic,Desktop,Ads,SpringPromo,2024-03-25,
9155,West,Premium,Mobile,Organic,SpringPromo,2024-03-18,
9156,West,Premium,Mobile,Email,,2024-02-16,
9157,Central,Standard,Mobile,Ads,,2024-04-23,
9158,Central,Standard,Tablet,Organic,BlackFriday,2024-11-30,
9159,East,Basic,Desktop,Ads,,2024-07-17,2024-11-21
9160,Central,Standard,Mobile,Organic,SummerSale,2024-08-19,
9161,West,Basic,Mobile,Organic,SpringPromo,2024-03-25,
9162,West,Premium,Mobile,Ads,,2024-03-13,
9163,West,Premium,Mobile,Referral,Launch2024,2024-01-14,
9164,West,Standard,Mobile,Organic,Launch2024,2024-01-13,
9165,West,Basic,Tablet,Email,,2024-11-07,
9166,Central,Standard,Mobile,Organic,,2024-08-17,
9167,West,Standard,Mobile,Email,BlackFriday,2024-11-24,
9168,East,Standard,Mobile,Referral,Launch2024,2024-01-05,
9169,East,Standard,Tablet,Ads,Launch2024,2024-01-07,
9170,West,Standard,Mobile,Organic,,2024-10-07,
9171,East,Basic,Desktop,Ads,,2024-08-02,2024-10-28
9172,Central,Standard,Desktop,Email,SummerSale,2024-08-18,
9173,West,Premium,Mobile,Ads,SummerSale,2024-08-16,
9174,West,Standard,Mobile,Email,SummerSale,2024-08-14,
9175,West,Premium,Desktop,Email,SpringPromo,2024-03-16,
9176,West,Basic,Mobile,Email,,2024-11-29,2025-01-13
9177,West,Basic,Mobile,Organic,,2024-06-07,2024-07-09
9178,East,Basic,Mobile,Email,SpringPromo,2024-03-27,
9179,East,Basic,Desktop,Ads,SpringPromo,2024-03-28,2024-08-04
9180,Central,Premium,Mobile,Referral,,2024-08-03,
9181,East,Basic,Mobile,Ads,SpringPromo,2024-03-18,
9182,West,Premium,Desktop,Ads,Launch2024,2024-01-11,
9183,East,Basic,Mobile,Ads,SummerSale,2024-08-20,2024-10-22
9184,West,Basic,Mobile,Email,Launch2024,2024-01-07,
9185,West,Premium,Mobile,Ads,,2024-11-30,
9186,West,Premium,Mobile,Email,Launch2024,2024-01-12,
9187,West,Basic,Mobile,Ads,Launch2024,2024-01-04,
9188,East,Basic,Desktop,Organic,BlackFriday,2024-11-30,
9189,West,Premium,Desktop,Referral,SpringPromo,2024-03-23,
9190,East,Basic,Mobile,Organic,BlackFriday,2024-11-27,2025-03-26
9191,West,Standard,Mobile,Referral,SummerSale,2024-08-11,
9192,Central,Standard,Tablet,Ads,,2024-06-17,
9193,West,Standard,Desktop,Ads,SpringPromo,2024-03-20,
9194,West,Standard,Mobile,Referral,,2024-11-06,
9195,East,Basic,Desktop,Referral,,2024-08-19,
9196,Central,Basic,Mobile,Referral,,2024-01-28,
9197,Central,Standard,Mobile,Email,SummerSale,2024-08-12,2024-09-14
9198,Central,Basic,Desktop,Email,,2024-12-16,2025-02-25
9199,Central,Standard,Desktop,Email,BlackFriday,2024-11-29,
9200,East,Premium,Mobile,Ads,,2024-02-22,2024-07-09
9201,West,Basic,Desktop,Organic,Launch2024,2024-01-03,
9202,West,Premium,Desktop,Email,,2024-07-30,
9203,East,Basic,Mobile,Organic,,2024-04-11,
9204,West,Standard,Desktop,Referral,SpringPromo,2024-03-22,
9205,East,Standard,Mobile,Ads,SummerSale,2024-08-15,
9206,Central,Basic,Mobile,Organic,SpringPromo,2024-03-25,
9207,West,Standard,Mobile,Ads,,2024-02-29,
9208,Central,Basic,Desktop,Organic,BlackFriday,2024-11-25,
9209,Central,Standard,Mobile,Ads,BlackFriday,2024-11-25,
9210,East,Premium,Mobile,Ads,,2024-10-27,
9211,Central,Standard,Desktop,Organic,SpringPromo,2024-03-23,
9212,East,Basic,Mobile,Organic,SummerSale,2024-08-17,
9213,East,Basic,Mobile,Organic,,2024-01-24,2024-05-11
9214,Central,Standard,Mobile,Referral,,2024-10-29,2025-03-10
9215,West,Standard,Desktop,Referral,BlackFriday,2024-11-24,
9216,West,Premium,Mobile,Referral,SpringPromo,2024-03-18,2024-05-22
9217,Central,Basic,Mobile,Email,,2024-01-15,
9218,Central,Basic,Tablet,Ads,,2024-01-19,
9219,West,Premium,Mobile,Email,,2024-11-20,
9220,West,Basic,Desktop,Ads,SummerSale,2024-08-22,2024-11-07
9221,Central,Standard,Mobile,Organic,,2024-04-10,
9222,West,Basic,Mobile,Referral,Launch2024,2024-01-03,
9223,Central,Basic,Mobile,Referral,SummerSale,2024-08-15,2024-11-30
9224,Central,Standard,Tablet,Organic,SpringPromo,2024-03-22,
9225,East,Premium,Mobile,Ads,SummerSale,2024-08-23,
9226,Central,Premium,Tablet,Referral,SpringPromo,2024-03-22,
9227,Central,Standard,Mobile,Ads,SummerSale,2024-08-25,
9228,West,Standard,Mobile,Referral,BlackFriday,2024-11-27,
9229,East,Basic,Desktop,Email,SpringPromo,2024-03-16,2024-07-15
9230,West,Premium,Mobile,Email,SummerSale,2024-08-16,
9231,East,Standard,Mobile,Organic,,2024-05-12,
9232,West,Premium,Desktop,Organic,BlackFriday,2024-11-28,
9233,Central,Premium,Desktop,Referral,Launch2024,2024-01-14,
9234,West,Standard,Mobile,Organic,BlackFriday,2024-11-29,
9235,Central,Premium,Desktop,Referral,,2024-01-02,
9236,East,Basic,Mobile,Ads,SummerSale,2024-08-12,2024-11-09
9237,East,Basic,Mobile,Email,BlackFriday,2024-11-24,
9238,West,Premium,Tablet,Referral,,2024-05-16,
9239,West,Premium,Mobile,Organic,,2024-04-10,
9240,Central,Standard,Tablet,Ads,,2024-07-20,
9241,Central,Standard,Mobile,Ads,,2024-10-27,
9242,West,Basic,Desktop,Organic,Launch2024,2024-01-03,
9243,West,Premium,Mobile,Email,Launch2024,2024-01-14,
9244,Central,Premium,Desktop,Email,,2024-07-20,
9245,Central,Premium,Tablet,Organic,SummerSale,2024-08-18,
9246,Central,Premium,Mobile,Ads,BlackFriday,2024-11-25,
9247,West,Basic,Mobile,Organic,,2024-05-23,
9248,Central,Basic,Mobile,Ads,SpringPromo,2024-03-17,
9249,Central,Standard,Desktop,Organic,SpringPromo,2024-03-18,2024-03-28
9250,West,Standard,Mobile,Organic,BlackFriday,2024-11-24,
9251,West,Premium,Mobile,Ads,SpringPromo,2024-03-28,
9252,Central,Premium,Mobile,Ads,,2024-10-26,2025-01-07
9253,East,Premium,Desktop,Email,Launch2024,2024-01-08,
9254,East,Premium,Tablet,Email,SummerSale,2024-08-18,
9255,West,Standard,Mobile,Referral,,2024-09-03,
9256,West,Premium,Mobile,Organic,SpringPromo,2024-03-17,
9257,West,Premium,Desktop,Email,Launch2024,2024-01-13,
9258,Central,Premium,Mobile,Email,,2024-11-07,
9259,East,Standard,Desktop,Organic,SummerSale,2024-08-16,
9260,West,Basic,Desktop,Ads,,2024-03-21,
9261,Central,Standard,Mobile,Referral,BlackFriday,2024-11-29,2024-12-10
9262,West,Premium,Tablet,Email,SummerSale,2024-08-18,
9263,East,Basic,Mobile,Ads,SummerSale,2024-08-18,
9264,West,Premium,Mobile,Ads,,2024-02-20,
9265,East,Premium,Desktop,Ads,SpringPromo,2024-03-20,
9266,Central,Standard,Mobile,Email,Launch2024,2024-01-08,2024-04-08
9267,Central,Standard,Mobile,Referral,BlackFriday,2024-11-28,
9268,West,Basic,Desktop,Email,,2024-04-22,
9269,West,Premium,Mobile,Ads,BlackFriday,2024-11-26,
9270,Central,Basic,Desktop,Organic,SummerSale,2024-08-21,2024-11-21
9271,Central,Standard,Tablet,Ads,Launch2024,2024-01-11,
9272,Central,Basic,Mobile,Organic,SummerSale,2024-08-16,
9273,West,Standard,Mobile,Email,Launch2024,2024-01-10,2024-06-02
9274,West,Standard,Desktop,Referral,SummerSale,2024-08-24,
9275,West,Basic,Desktop,Ads,SpringPromo,2024-03-24,
9276,Central,Standard,Mobile,Referral,,2024-10-05,
9277,West,Standard,Tablet,Email,SummerSale,2024-08-25,
9278,West,Standard,Mobile,Email,,2024-09-05,
9279,Central,Basic,Tablet,Organic,SummerSale,2024-08-24,
9280,West,Premium,Desktop,Email,,2024-07-25,
9281,East,Standard,Mobile,Referral,SummerSale,2024-08-18,
9282,West,Premium,Desktop,Ads,Launch2024,2024-01-07,
9283,East,Premium,Tablet,Organic,SpringPromo,2024-03-30,
9284,Central,Standard,Mobile,Email,SpringPromo,2024-03-28,
9285,Central,Basic,Desktop,Referral,,2024-04-02,
9286,Central,Standard,Mobile,Ads,SummerSale,2024-08-21,
9287,Central,Premium,Mobile,Email,Launch2024,2024-01-11,
9288,Central,Premium,Desktop,Referral,SummerSale,2024-08-20,
9289,Central,Standard,Mobile,Ads,SpringPromo,2024-03-23,2024-06-29
9290,West,Premium,Mobile,Email,SummerSale,2024-08-13,2024-12-30
9291,West,Standard,Mobile,Organic,,2024-03-09,
9292,Central,Premium,Mobile,Referral,Launch2024,2024-01-12,
9293,West,Premium,Mobile,Ads,,2024-05-26,
9294,West,Basic,Desktop,Organic,,2024-11-10,
9295,West,Premium,Mobile,Email,Launch2024,2024-01-07,
9296,West,Premium,Mobile,Email,BlackFriday,2024-11-30,
9297,West,Premium,Desktop,Ads,Launch2024,2024-01-11,
9298,West,Standard,Desktop,Ads,Launch2024,2024-01-14,2024-04-03
9299,West,Premium,Mobile,Referral,,2024-08-07,
9300,Central,Standard,Desktop,Referral,,2024-03-01,2024-05-14
9301,West,Basic,Tablet,Referral,BlackFriday,2024-11-28,
9302,East,Basic,Desktop,Referral,SummerSale,2024-08-15,
9303,Central,Basic,Desktop,Ads,SpringPromo,2024-03-24,
9304,West,Standard,Mobile,Referral,,2024-03-23,
9305,West,Premium,Mobile,Email,Launch2024,2024-01-05,
9306,West,Premium,Mobile,Referral,,2024-05-05,
9307,Central,Basic,Desktop,Email,Launch2024,2024-01-10,2024-01-29
9308,Central,Standard,Desktop,Email,,2024-06-14,
9309,West,Standard,Mobile,Ads,SpringPromo,2024-03-16,
9310,West,Standard,Tablet,Email,SpringPromo,2024-03-26,
9311,West,Basic,Mobile,Organic,,2024-04-10,
